helpful 1,helpful 2,review,rating,summary
1,1,This is my second Weber...the first lasting me about 7 years. We like charcoal (instead of gas) and the Weber is a wonderful all-around grill.,5,Love this grill!
203,205,"When it came time for us to get a new charcoal grill I searched every site and checked out dozens of different grills, some costing many hundreds of dollars, all promising some advantage.Some units were really interesting, and not too expensive, but upon close inspection many of these proved to be tinny and cheaply made. The very expensive systems were very nice, but did not offer rotisseries and other useful accessories and were just too expensive for us anyway.So, we ended up with another Weber, the Gold Model. In the many years since our last Weber, there have been a lot of improvements that kept it attractive. The ash catcher really does make cleanup much easier and the vent system is more functional. The grill itself has the new flip-up hatches that allow you to add more coals and move them around without having to lift up the grill. I did that all the time with the old grill.The optional little bent-wire style of charcoal retainers do help to keep the coals out to the side when you want to use a drip pan in the center.Others have recommended the chimney style charcoal start for ecological reasons. It is also just plain faster to use as well, and it is made of heavy gauge metal that is both attractive and long-lasting.I love the optional rotisserie (see those reviews) and it comes with an extension ring that is also useful for other cooking options.We got the green colored kettle and it looks very nice on the patio. The general design and those odd white-wall tires give it a kind of vintage look.This is a well-made and very functional grill with all sorts of interesting available accessories that really work well. There is a reason for the popularity of the Weber. I looked, I bought. Hard to beat................Update 7/2012. Still good, used daily all summer and even in the rain under my porch cover. Something I came up with that could be interesting to the more dedicated user. I essentially bought a downed oak tree and have been splitting it for firewood for next winter. Had a lot of small, crooked, knotty, twisted pieces that couldn't easily be split. I cut them up into 1"" cubes on a band saw, hoping to use them as briquettes in the Weber. A newspaper sprinkled with cooking oil got them started in the Weber chimney starter quite quickly. The secret is to be a bit patient so that they stop flaming and turn to glowing coals. And then you have a genuine oak BBQ, just like on a ranch. Very good, but a lot of work and dangerous enough even on a band saw. And it messes up the blade and rollers. The other more accessible method would be to simply start an oak campfire in the Weber, using regular old pieces of oak like you would in a fireplace. It would take some time to burn down to coals, but even more of an excuse to drink too much and then burn the food because....well, everyone has done this. Right? Anyway, flaming oak imparts a kind of bitter taste while glowing oak coals make it delicious. I do this research for you.__________________________Update 2, on cooking an expensive steak. This works and requires no skill. I went out and bought the most expensive steak ever, an organic, grass fed, free range whatever ribeye at a boutique market and the attractive butcher girl probably had her thumb on the digital scale besides. I about died when I saw the price. Hmmm, can't afford to cook this any way but perfectly.I once saw a YouTube video on how to properly cook a steak using high heat and this is my BBQ grill interpretation of that.Use the coal retainers to block off a section of the lower grill and fill up that smaller portion with lots of hot coals. It cannot be too hot in this case.Put on the cooking grill and let the previous session's grease flame off, which of course also heats it up hotly and is somewhat entertaining and makes you feel guilty about what you are eating...Put on the steak. Having those long tongs helps a lot. You can rub it with olive oil if you want, but it is unclear to me if that is necessary and it causes more flame-ups. No BBQ sauce though. Lid off! Deal with the flame-ups by maneuvering the steak around. Some people use a water spray. This is hands-on, attentive work.Stand by. It will cook fast. Have your other food well under way. Within minutes the down side will have that crust of goodness, short of burnt of course. Turn it over and do the other side. When that side is seared, remove the steak and insert a digital cooking thermometer, taking care to place it in the very center, from the side (not stabbed in from the top).  I use a Polder and the line from the sensor to the display seems to hold up in high heat, but don't string it out over the coals. Run it out the back. Set the alarm for 130.Put the steak back over the un-coaled area. The effect now is that this is a very hot oven, not a grill. Put on the lid, make sure all vents are open. Watch the temp rise, amazingly fast so don't wander off.Remove the steak, with tongs, to a plate and cover it with aluminum foil, resting it as they say on cooking shows. By the time everything else is served up, maybe 10 minutes or so, it should be ready to serve.This gives you a steak that looks exactly like the ones in advertisements, medium rare with a great crust.  You can throw it back on and in a couple of minutes the temp and doneness will go up. There is no shame in putting food back on the fire, but there is shame in over-cooking it! If you paid the big bucks for your meat, burning it will make you cry.BTW, this works for other meat like thick cut pork chops (thick ones are easier to cook properly). Use the same method, but run the temp up to 140-145 (145 being the new govt standard, and in fact it is the standard for all meat other than poultry. If you were brought up on thin, over-cooked pork chops (we all were) you have a revelation coming. Chicken parts don't require the high heat, but a quick sear and off the the oven part works very well for them.It is suggested that the steak be served with salt and pepper, applied after it is cooked as it may be a bad idea to subject the salt and pepper to high heat. The more expensive the meat, the less you should put on it. Cooks always suggest kosher salt and it is indeed very good for this, and ground pepper is better as well. I really think BBQ sauce is too much for expensive beef, but if you want to fancy it up, slowly heat up some butter and garlic and let it meld together. Strain it and serve it on the side, or simply pour it on. What the heck, you have already gone well over the fat grams or whatever for the month anyway...If you have to cook more than maybe 3 or 4 large steaks, you could fill the entire bowl with coals and then finalize them in the kitchen oven set very high, like 450, and with the temp probe stuck in the most representative steak. This gives you 90% of the grilling experience and taste.",5,Hard to beat
1,1,"I have used a number of different charcoal grills, and the Weber Gold is the best.  Unless you want to spend twice the price and buy the Weber Performer, which is a Weber Gold with gas ignition, table, and a place to store charcoal. Not sure why you would want to store charcoal outside where it can absorb moisture, but that is another story.First off the Weber is made with a thicker steel, so it retains the heat better than the cheaper, lighter, offshore made products.  The grill is heavier, so you can get more than one season out of it.  The ash catcher is great.  Its a must have feature.  Other units get ashes all over my deck, which is unacceptable, and a fire hazard on windy days.My Weber Gold is about 10 years old.  I replaced the cooking grate once.  It still functions perfectly.  It lives outside and only has one tiny spot of rust, where the cover got hit with a rock and it chipped the paint.  One day I will get around to sanding and painting that spot so it lasts another 10 years.  The aluminum portions of the grill are a little weathered, but still function perfectly.  I guess if I really wanted to I could polish them up, but a little oxidation does not bother me.The only downside I can even think about is the top handle.  It is plastic, not wood.  Sometimes it gets too hot to handle so I have to use a potholder if I am cooking at a very high temperature.  Other than that, it is the best charcoal grill on the planet.Sure you can buy one cheaper, but they will not last.  Buy a Weber and you will leave it to your children when you die.  And they will get many years of use out of it too!",5,"The best charcoal grill available, 12 years and counting..."
0,0,"This grill works great. I love the one touch ash disposal feature. Have purchased the Rotisserie attachment also, and I LOVE what these two peices of equipment do to my Roasting Chicken!!  It will Rotisserie a small Turkey also, leaving it so jucy and tender. Will be using this for many years to come.",5,Excellent grill by Weber!! Great investment!!
1,1,"I had alwayws wanted to get a barbeque grill ever since we bought our home last year. I had been debating between 751001 and 741001 for quite some time, finally decided to go with this one for its ash catcher and it turned out to be a wise decision. Installation of the grill was fairly easy even for me. We had three families of visitors when we tried it the 1st time, we cooked a lot of meat, pepper, corn and etc, it was awesome. We have used it three times already within the 1st 10 days after we received it, it's gonna get a lot more use this summer.",5,Weber grill
0,0,"You can grill/ bbq/ smoke just about anything shy of a half a large animal on this. Im glad I went with the 22.5. Will move up to the 26 later when needed. There are so many things you can do with this when adding other attachments (smokenator, rotisserie, pizza oven, iron grates, wok, skillet, the list goes on).",5,Its a machine!
0,0,"This BBQ grill lives up to everything written about it and the quality is quite good. The new feature of detachable ash catcher is definitely worth having. This grill cooks burgers and steaks to perfection, once you get accustomed to how to arrange the live coals (using more or less heat, etc). I would recommend this grill for anyone wanting an excellent charcoal grill.",5,Excellent cooker
6,6,"Setup was easy on this grill after I realized that I will have to scrape the tabs of the ash catcher ring down the small leg posts. At first I did not like the idea of scraping my nice new grill, which is why I temporarily stumbled on the instructions. They pop in nicely once you get past this. The 3rd leg kind of twirls on which is quite obvious once you start fiddling with it but the instructions have no words so the pictures are not as self-explaintory as I would have hoped in these 2 areas.My only complaints on this grill are the legs and the handle. The legs were wobbly and not as secure as I would have liked them and they were installed all the way to the base of the grill (as the picture showed)  some nuts and bolts would have went far in this area.The handle gets to hot to handle with bare hands. especially when doing large meats like roasts or whole chickens. Wood would have fixed this problem. I wrapped mine with some small rope (not string) and it helped a little.All said and done it's a great grill. Get it.FYI-The Weber 87886 Chimney Starter is incredible and it's only 12 bucks. Get that too.Weber 87886 Chimney Starter",4,"If you scrape and twirl a little, set up is a breeze"
0,0,This grill is wonderful!  It cooks really evenly and the lid can hang on the side of the grill while tending to the food.  The hinged grate is great for adding wood chips for flavor.  The ash catcher makes for easy cleaning of the ashes and is worth the few extra bucks.  Our grill arrived in perfect shape and was very easy to assemble.  We use it almost every night.  This grill is sturdy and heats evenly and has the Weber name behind it.  We expect to be using it for many years.,5,Wonderful grill
0,0,"Easy to assemble, though I will admit that one of the wheels keeps popping off the side when i roll it around my patio.  But then again, i rarely have to move the grill so it's not like it's a big deal.  The grill is large and easy to clean and the thing that stands out most with this grill is the ash-catching compartment on the bottom.  Plus my steaks taste way better using this thing compared to my previous grill which used propane",5,The King of Charcoal grills
1,1,"I purchased this grill, but I was surprised at how much I enjoyed cooking on it.  With the chimney starter, it is almost as fast to get this grill ready to cook as it is to get a gas grill ready - and you should let your meat set out for about 20 minutes before you grill, so you really haven't lost that much time.The ash catcher is a great feature and don't forget to get the rotisserie attachment.  You haven't had turkey for thanksgiving until you've had a rotisserie turkey!Real Men cook with charcoal and wood and this is the best grill I've ever owned.",5,Best Grill Ever!
0,0,I bought this for the simplicity of clean up.  I wish the kettle had an adjustable coal grate to lower or make higher the direct heat.  It takes a while to get it just right with the right amount coal.  But overall great quality.,5,Weber Grill fan
0,0,This is the best charcoal grill I have ever owned. I have cooked ribs at 225-250 and been able to control the fire easily. I used the 2-2-1 method on a rack of baby backs and never had to think about adding charcoal over 5 hours. By using the vents you can get wood chips to smolder for an hour and not flare up and burn away in minutes.  The ash pan holds at least three cooks worth of ashes and does not leak.  I feel comfortable cooking on my wooden deck because of the ash pan. The only addition i would make is the Craycort cast iron grate.,5,Great Grill
3,6,"This grill performed as advertized in the reviews here.  Assembly is easy and takes less than a half hour.  The cooking time is longer than other charcoal grills, but is more uniform because of the ceramic cauldron reflective characteristics.  I also bought the stainless steel tools and the tool holder.  The latter ships separately from another company and the shipping/handling is about twice as much as the tool holder.",4,Good as promised
16,22,"ridiculous pricing on these new Webers... where once you could get a 22"" model for less than $70, the company now charges (and never discounts) upwards of $100 or morehave to agree with other reviewers about:bad quality control -  issues with the the charcoal grate not fitting the four-point resting tongues - sloppily sizedpoor material choices - older models had really nice hardwood handles, but the newer models have the molded plastic crapola handles...loose fit overall - something seems amiss at the factory - models are not assembling with as tight tolerances as in the pastWeber used to be a solid name in the U.S. charcoal grill market - i'm afraid that this reputation is slipping down a steep slope of obscurity if the QC continues to slidei recommend:1. better quality control2. standard hinged grates for all models (you will win big fans)3. better tolerances4. revert to hardwood on handles ('handles' heat better - get it?)btw, i use cheap aluminum round cake pans in the ash catcher - works better than an expensive model upgrade to catch and remove waste charcoal",2,overpriced - bad new design
15,17,"That title was sarcasm, in case you missed it.When we bought a house almost fourteen years ago, I brought along a Weber Smokey Joe grill I had used when I was single.  We used it for the first several months of our marriage as our only grill.  Then we bought a Weber 22 1/2 inch kettle grill for our new backyard.  We have used it regularly ever since.  It works for indirect cooking of roasts and chickens, it works for direct grilling burgers, chops and sausages, it works for roasting chiles and it works as a fire pit to burn hardwood logs to fuel my large offset firebox smoker.  This grill has been out in the weather without a cover for 13 years or so and it has held up beyond reasonable expectations.  Only within the past few months has the use, age and abuse begun to take a toll.  There are several spots where the porcelain has worn away that are rusting through or already have rusted through.  The wooden handles dry rotted away.  The nuts holding the aluminum airflow disc adjusters at the bottom of the kettle rusted off.  And I'm still using it.  I did a steak and some pork chops last night, using lump charcoal and pecan hardwood chunks I chopped up myself.  They were delicious.I also have a gas grill that is convenient but does not even come close to giving the good taste you can get from charcoal and wood fuel.  Trying to use a smoker box on a gas grill is futile for me.  You can't adjust the airflow through a gas grill.  The only adjustment is the level of the flame.  I constantly find the wood chips either just burn up quickly without producing much smoke or they never heat up enough to start smoking at all.  The gas grill doesn't get much use at my house.I also use an offset firebox smoker.  It's great for doing large size pieces of meat or poultry or multiple pieces of smaller items.  It does require frequent attention to keep the fire going and the temperature within the proper range.  Honestly, the Weber grills can do the same or better job for smaller cuts of meat by cooking indirect.  About the only time I use the smoker is when I have something too large for the Weber.It's time retire the old Weber.  I've already put a One-Touch Gold on my Amazon wishlist.  I think I'll use the old grill as a planter.  I can't imagine throwing it away after all these years.",5,What a piece of junk! :)
0,0,We had a gas grill for years but opted to go back to a charcoal grill.  This Weber grill made our decision easy.  Outstanding medium size grill for the two of us grilling several items and works well for 4 or more depending on what you need to prepare on the grill.  Suggest using the Weber Rapidfire Chiminey for starting your briquets...it's great and makes your job not only easier but the food taste better without the use of starter fluid.  Great grill....great name behind it!!,5,GREAT GRILL!
1,1,"After our gas grill had to be retired, we decided to get a charcoal grill.  Weber has a reputation for having a solid product that will last for many years, and I have no doubt that we'll be using this for a long time.  But the legs seem to be made out of somewhat cheaper material than what we had when I was younger. Think I'll be getting the cover to protect it over the winter.This particular model doesn't have the one-touch ash catcher and after using this a few times, I'm kind of sorry we didn't go with that particular model.One person can put it together without help, athough it can be a struggle for a bit.Grilling?  Well that's exactly like you'd expect although I miss having a grated shelf to keep some items a little further from the charcoal.  That just requires a difference in how you mound the briskets.",4,It's a Weber
7,12,Great grill that cooks just like a Weber!  Whoever changed the handles from wood to nylon should be fired though... they have obviously never grilled before.  This handle gets HOT!!!  Who wants to put a glove on just to open a grill... this isn't the smartest move unless Weber is attempting to save trees (but they should remember where charcoal comes from).  I won't buy another Weber if it has these cheap handles.,3,REVERT BACK TO THE OLD WOOD HANDLES
12,13,"I wish I'd bought one of these the day I first moved out on my own! For years I got by with a ridiculously tiny hibachi -- one day I found myself living in the suburbs and somehow rationalized BUYING A REAL BARBECUE! Due to my dyed-in-the-wool cheapness and extensive researching before buying, it was inevitable that I'd end up with a Weber 22.5"" Silver Kettle Grill!YES the little tray on the bottom end is a pain in the neck. But I can't say it's really ever bothered me ALL that much! You'll want to use a charcoal chimney to light your coals -- I used to build a little fire with newspaper and sticks but the charcoal chimney is the way to go, and one chimney will nicely fill the coal area on the Silver Kettle Grill. Do not ever use lighter fluid or fuel-soaked coals. But you already know that.While you'll get the hang of burgers, hot dogs, steaks, chicken and bratwurst right away, make sure to investigate ""indirect grilling"" where you pile your coals on one side or the other (or both) and put an aluminum tray under whatever you're grilling. Like a pork roast or a whole chicken. The 22.5"" Silver Kettle Grill has AMPLE room for everything you'd like to do. Including grilling a turkey! Easy to do plus incredible flavor!I recently acquired a ""slide-aside"" cradle for the lid which I like a lot,  and a clip-on tool holder, which is really handy. We use the grill several times a week. I've never found it lacking. There are a few techniques you'll pick up to turn out just what you like, such as brining chicken or pork prior to cooking. You really do not have to spend more than this to get an excellent tool which you'll use for years and years to come. Get this larger size, but don't spend more on non-essentials. It's a zen thing. In place of a statue of Buddha, we suburbanites have Weber Kettle Grills in our backyard. Grilling harkens back to caveman days, satisfying something very deep in every red-blooded American -- meat good. fire good. Weber good.Order the hinged lid grate for this size grill -- it's a neat thing to have when you need it. And make sure to try grilled pizza dough -- it doesn't ooze through the grate like you'd think it would and the flavor is incredible.The perfect shape of the Weber Kettle Grill makes operation just about foolproof. Improvise an improved ash catcher underneath (like a big metal bucket!) and you're in business. GREAT product! This is not a frivolous purchase, you NEED one of these!",5,Worth three times the price!
0,0,"So, I thought after fiddling with offset grills and barrel grills, it's time to try a kettle grill after all the hoopla from the UPS driver delivering all my other toys.  Well folks, it's worth it.  I had to get a covered grill that wasn't as big as my car for the front porch, after all the hollering by neighbors who saw the smoke billowing from my hibachi.  After all the charcoal experimenting with my barrel grill and its cousins and a Bodum  Fyrkat, I figured, what's new?  Well, a whole lot.  While related to the Bodum, the Weber is a whole lot more versatile, and can, if you wish create a range of flavors and textures.  While the one-touch system was touted as a handy cleaning device, where it really excells is as a controllable oxygen source.  Couple that nicety with movement of the 4-hole vent in the lid and  you control both the intensity of the heated charcoals with directionality.  When you're using indirect heat, the control of the temps lay with the oxygen adjustment, whilst the direction of the heat can determine the moistness as well as the degree of charring of the food.  The heavy steel as well as the brilliantly designed cooking grate that facilitates access to the coals make for a fun time at the cookery.  The Weber is iconic; it deserves that status.",5,it's time for a mad cook-em-up
0,0,"My original Weber is 15 years old and still going strong. Replaced some of the inner parts due to age/exposure. No need for a protective cover, this grill is built to last.  Got this one for a lake house. No need to change from the strong horse.",5,Nothing Beats a Weber
3,4,"There are a lot of reviews on this already.  It is definatley a 5 star review.  I have had quite a few different weber products over the years, and this is just one more.  I love the one touch clean out on the bottom of the grill, that is also the vent cover.  The old kettles had a bottom vent that was just like the vent on top.  That little tab would get warmer than you want to touch with your bare fingers.  The new one has a handle that doesn't get too hot to handle.  The vents open easily, and move around the ashes in the bottom, and push them out the vent holes.Just one little piece of advice.  When you are installing the legs, pay attention to which leg goes where.  The one that is different goes in the hole right under the handle.  I hasve both seen and owned grills that have the wrong leg in the wrong hole, and that makes the handle on the side, intstead of the front. It is an easy fix, but easier to pay attention the first time.",5,NOT MUCH TO ADD
0,0,"I love this Weber One Touch Silver kettle. Seeing the kettles my relatives have, but made years earlier, i am pleased that years later, it still seems to be made with high quality steel, a good enamel and tight engineering. The handles have gone from wood to a resin, but they work well. Grilling or smoking, this unit has proven itself worth the money.I wrestled between buying the Silver or the Gold model, but what swayed me was that on Weber's site, the Silver shows ""Made in USA"" while the Gold does not. The reviewers for the Gold, here on Amazon, state that the box says ""Assembled in USA"", or something like that. The Weber site has no mention of any of it. I decided to avoid the issues that some with the Gold were reporting and I went with the Silver. It is very solid and I am glad I did.",5,Just like Dad's...maybe
2,3,"This grill has one major flaw.....surprised it is still being sold due to product liability. The utterly inadequate ash/ember pan allows a mild breeze to blow the ash and embers out onto flamable surfaces...like your deck, your pine straw, or house. For an extra 50 bucks you can get an upgraded model that has an enclosed ash/ember containment system. If you live in areas prone to dryness or wildfires, you could be taking a big chance with this unsafe grill. I love the way a Weber cooks, but this model is needlessly risky.  And if you have one of these grills,  take precautions like putting a metal bucket under this grill. A paint can works nicely and you can buy clean empty paint cans at Lowes. This will help reduce the fire risk and will keep ash from blowing around wildly.....it also makes getting rid of ash an easy task. If you value the property you live in, or think you owe your neighbors some due diligence, avoid this flame thrower.",1,"Big, Big, Fire Hazard...go for model with enclosed ash catcher"
2,2,"I had a Weber Kettle grill 20 years ago.  I had no clue what I was doing, but I still got great results.  Open the vents, put on the dome, and a little while later I had great food.  But I got tired of waiting for charcoal to heat up, and went on to propane.  I never got good results with gas.  After wasting way too many years destroying food on gas grills, I came home to charcoal and Weber.  This time around I know what I'm doing, and the Weber is giving me Fantastic results.  The 22 1/2 kettle is a great all around cooker.  It grills, sears, bakes and does a very good job of ""low and slow"" smoking.  If you only have the room or desire for one cooker, get this one without hesitation.  It won't smoke quite as good as a real smoker, but unless you're a perfectionist, you'll never know the differance.  The 18 inch grill is a great cooker too, but because it's smaller it's harder to smoke on it.  So if you have the room, get this model.  The lid and bowls are built like a tank.  I found the unit wiggles around where the legs attach, even though I assembled it correctly.  The older ones don't wiggle.  But that's progress.  I don't think it's a problem though, just an observation.  I was torn between 4-5 stars because of that.  They have been building these forever, so assesories and replacement parts can be had easily.Built solid, mutliple uses, food tastes great, easy to use.  Not much else to say.",5,Great multi-function cooker
159,166,"Alright,I am one that loves to grill, but doesn't know anything about grills themselves, really. Due to monetary situations I had to grill on the cheapest possible grill... The green Sunbeam camper grill. I'm sure you know what grill I'm talkin' about. For over 6 years it has been my grill of choice (hey it was only $10!) and has treated me well. Over these years I always dreamed about owning a ""real"" charcoal grill. I wanted the American icon, I wanted the Weber One-Touch. I heard all about how durable and well built it was, how it will last for 10 years+ and how it's just a step above the rest. After actually purchasing this grill I have a bit of buyers remorse. You see, before actually buying this I was looking at a grill from Char-Broil. It had the ash catching pan like the One-Touch gold, it had space to put plates and such (sorta like the One-Touch Platinum) and it had grates with adjustable height, not to mention all of this came at a price just $5 higher then the One-Touch Silver! Anyways, for the last 2 years I wanted nothing more then the Weber so I got it. Once I started puting it together I realized that this grill just doesn't seem to have $80 worth of craftsmanship. The legs are super-flimsy hollow aluminum pipes, very cheap. The itsy bitsy tabs that hold the bottom grate are slightly uneven so my bottom grate is a bit wobbly (also it's possible for the bottom grate to fall because the tabs are pretty small). A wobbly bottom grate probably doesn't make a lick of difference when it comes to grilling, it's just that it wasn't right, it's just one of those little annoying quirks. I guess I expected everything to be heavy duty. I expected solid metal legs and such. You can find an identical grill from Char-Broil for less then half the cost! I hear that Weber is a step above because they are built to last... well my cheap $10 Sunbeam is 6+ years old and I've never had any problems with it, it's all about how you take care of it. Personally, I think for the $80 price tag of the One-Touch silver, you should at least get the hinged cooking grate, but you don't.There are good things however. First, it's just nice to have the American icon. There is a certain feeling that comes with grillin' on the good ol' Weber kettle. There are a TON of accessories made for it and replacement parts are extremely easy to find. The one-touch system is pretty handy (although hardly one-touch).Overall I am still happy with the purchase, I love looking at that grill. It's probably gonna grown on me more and more as years pass by. Based on price I decided to get the Silver version, but the Gold might be worth looking at. Afterall you get a much better ash-pan (I modified my silver to be just as good though... just a little creativity should do the trick) and you get the hinged grate with the gold (although you can just buy this grate for $15-$20 and stick it on your Silver if you wanna)Choose... but choose wisely.YEAR UPDATE-----------------------------------------------------Okay, now it's been over a year since I posted my original review. This really is a great grill, I wish I could bump the stars up to 4, but I can't... Amazon wont let me. Some of the minor quams I said previously still apply, but this baby cooks a mean dish! I have abused mine for a year and it runs like brand new.What really made me do this update was when I grilled on a buddy's kettle. It wasn't a weber kettle and it shows. After a year of using this I got to know this grill really well, I got used to such high quality materials. This grill really is above and beyond most other kettle style grills.I do wish I would have purchased the gold though. The ash pan that comes with the silver is not much use if you're grilling in any sort of wind.",3,An honest review (UPDATE)
49,56,"I love this grill. This is one of my four weber kettle grills I own.Assembly is a snap. The only tool you'll need is a hammer to tap the wheel lugs on. In 15 minutes you can be lighting your coal.The beauty of this grill is the kettle design which maximizes heat retention and allows the grill to act like an oven with the top on. I've cooked whole chickens, cabbage, bread, and pizza using this method. The top also has a hook on it so you can hang it from the side of the grill while you add sauce or tend to what you're cooking.For best results at indirect cooking, use the hinged 22 1/2 inch grate.  That way you can add coals throughout the cooking process without the danger of having to totally remove the cooking grate.",5,Perfect backyard grill
2,3,"First the good. I love the looks of this grill. It is sleek, styling and iconic and I enjoy seeing it on my porch.- It is much more attractive than one of those monstrous gas grills.- It seals very tightly.- Its simple style allows you to cook many different meats in many different ways.- There are so many accessories available for it and they are easy to find.Now the bad. Besides the black metal kettle part, everything else seems to be of terribly cheap quality and not what I would expect in this price range.- The legs and bottom frame are made of shockingly thin and weak metal. I wouldn't buy my kids toys with such cheap trashy metal.- The wheels are made of cheap hard hollow one-sided plastic. Again, I would not buy a children's toy with such cheap wheels.- The side handle melted during the first use when we hung the lid from it while cooking.Let's face it. This is a lot of money for a basic charcoal grill. You are paying for quality and looks. I gave it four stars only on the merit that there simply isn't a viable competitor right now. If there were other options it would not have fared so well. I feel like Weber has taken advantage of their good name and market share and is allowing their quality to suffer.Shockingly, I would buy it again.",4,Quality Is Suffering But Nothing Better Out There
0,0,"Bought this small Weber for use by my wife and me since our kids are all grown up nowadays.Easy to assemble, Weber quality as expected. We also bought the cover and are pleased with both.Cooking surface is not large; but, can easily accommodate three steaks and a couple of veggie skewers.",5,Small but sturdy...
0,0,"I've had the 18.5 Weber kettle for about 5 years and have been very happy with it. However, anyone shopping for a grill should consider the full-size, 22.5 grill.We bought the 18.5 because our family is small and I figured this would be plenty big enough. What I didn't consider was that a larger grill will give you lots of additional options for indirect cooking and smoking. The 18.5 just doesn't have the space, even for a small family. If you only want to cook burgers and hot dogs for 3 to 4 people, the 18.5 will serve fine but you won't have much versatility.Now that I've ""grown"" as a griller, I wish I had the One-touch Platinum. This model gives extra space, an ash catcher, temp gauge, sliding lid and 2 side tables. However, my 18.5 is still going strong after 5 years of steady use and sitting in the elements. Kinda difficult to justify the new grill when the old one is still in great shape.",5,"Great grill, consider bigger."
3,3,"Can't beat Weber Grill's for sturdy build and ease of use. Perfect for small get togethers or smaller households. Would recommend easy start charcoal or get a charcoal starter that weber sells and pour the coals in when ready. Charcoal grate is of a very heavy guage and should last for years as well as the cooking grill its self. Some nice accessories to go with this unit:, IE: Heavy Duty Grill cover, Tool Rack, Cutting Board, Bracket for holding lid to name a few. I really enjoy steaks and burgers on this weber! One of the best grills I've ever owned for a evenly grilled and tender sirloin steak! Learning how to use upper and lower vents makes all the difference! Using the direct and indirect methods I grilled/smoked a sirloin tip roast that came out superb with a nice even bark and the mouth watering taste of hickory smoke and a light coating of bbq sauce! Going for ribs next...After reading many reviews on Weber grills, some complain of the ashes clogging the lower vents....duh...clean the thing out after each use! Thats what the ash pan is for...no brainer!!!!",5,"Weber Quality/Great 18 1/2"" Basic Griller!"
1,1,"I got this in addition to my Weber Genesis Platinum Grill. I love my Charcoal grill especially for those times when I want Steak, Burgers, Chicken, BBQ Chicken, for a great authentic taste. It heats quickly (Weber Chimney) about 20 minutes. It is easy to assemble, very sturdy and quite stable. Some reviewers noted they could not move with hot coals and food as it only has one handle. You should never move a hot grill of any kind. It should be used in a safe place away from combustable materials. The Weber Silver Kettle Grill is terrific and I use it almost regularly and in combination with my gas grill for a complete cooking experience outdoors. (I also have a smoker for the real low and slow cooking). The 18 1/2 inch cooking surface is excellent, and 2 zone and 3 zone is possible by adjusting the number of coals used and position. I did 2 zone cooking and all worked extremely well.",5,Best Charcoal Grill
134,136,"I love this grill.  This is one of my four weber kettle grills I own.Assembly is a snap.  The only tool you'll need is a hammer to tap the wheel lugs on.  In 15 minutes you can be lighting your coal.The beauty of this grill is the kettle design which maximizes heat retention and allows the grill to act like an oven with the top on.  I've cooked whole chickens, cabbage, bread, and pizza using this method.  The top also has a hook on it so you can hang it from the side of the grill while you add sauce or tend to what you're cooking.My only complaint about this is its size.  Its great for direct cooking steaks, chops, etc.  But to do some more long term smoking of ribs, whole chickens, its a little small because the coals get too close to the sides of the food and some parts might get scorched.  If you do a lot of slow, indirect cooked foods, go for the 22 1/2 inch weber kettle grill.",4,"Great grill for direct cooking, too small for indirect."
0,0,"After owning a couple of those flimsy ""bargain"" grills, I finally got serious and bought a Weber!  This 18-1/2-inc size is perfect for a few hamburgers or steaks.  The construction is first-rate, and there is no wobbling or flexing when it is moved about.  I suggest making your purchase complete by getting a Weber charcoal starter chimney (go ahead and get the larger size).",5,"Stop fooling with those rinky-dink grills, and get a good one"
1,1,"What's in the box?Just the trapWarning:  you need to check with local laws and ordinances with respect to trapping specific animals.  My locale allows year round trapping and disposal.  Bear in mind, some areas do not allow transfer of animals from one location to another to limit spread of disease.SetupDepending upon what you're trying to catch, you place the appropriate bait distal to the lever in the compartment of trap.  I am catching raccoons, and they enjoy, fish, crispy bacon, nuts and marshmallows.  The trap is a little tricky to set up.  Lift the metal gate and secure a small latch that connects to a slot in the door.I have a recommendation with regards to placement.  Because the floor is open, I recommend placing this on a piece of cement or plywood.  It will keep you from having to dig out a lot of dirt, which I have done.The trap is durable and will keep your critter secure.ConclusionI caught my first raccoon on the first night.  Worked like a charm.Highly recommend.",5,Works like a charm
0,0,easy to set up but they got the apple and didn't stick around to say thanks for the snack.  maybe next time,4,have high hopes
1,1,"I caught over 18 rabbits, 1 squirrel and 1 feral cat with this trap within the first month of its use. The trap is well constructed and holds up to heavy abuse by the trapped animals. The only reason I gave it 4/5 is that it takes two hands to open the trap. If I ever catch a skunk I am going to be in for a stinky experience. It would be nice if this trap had a quick release mechanism that could be operated from a little distance and a long pole of some sort.",4,Awesome trap but..
1,1,"I caught five raccoons in six days of having the trap set. Sometimes the raccoon turns the trap over after he is trapped but it doesn't open. The carrying handle and shield came off with the second raccoon. I used a needle-nose pliers to wrap the shield flange around the wires of the trap and now it stays on securely. I also used the pliers to tighten the wires that hold the carrying handle on. Subsonic .22 caliber bullets can humanely eliminate the raccoon without a lot of noise. Marshmallows make good bait. Something fishy will catch raccoons but it can also catch cats and opossums, which I am not trying to reduce.",5,Fix the Handle and Top Shield
